image_name,text,confidence,quality,text_length,product_name,allergens
4901335003475_en,Uriginal anacks Polinky @omSoupFlav 633p3= triangiel con MijJ Crunchy,0.591105542633324,0.591105542633324,69,Polinky Corn Soup Flavor snacks KOIKEYA,"milk, soybeans"
4902124680235_en,Nodel Oh: Antes Nubels unce 48k 'Juic VROBELSEW NOBEL [ Nobell Whar,0.5152642661708026,0.5583333333333333,67,Nobel Sour Lemon Flavor Candy,nan
4902201180801_en,Krkad MILK TEA partyl {197i- nini Raara- Lets have a tea,0.697215978714272,0.697215978714272,56,Milk Tea,"gluten, milk, soybeans"
4904537002420_en,{ 68 t 1,0.3085738063379112,0.3085738063379112,8,Fruits Jelly,nan
5000108033226_en,QUARER TogO STRAWBERRY RASPBERRY CRANBERRY Lhouut oio0ts 'BOwL 8f Quate' EYCIl 2uxrs @ZEB 457,0.3992181386866243,0.775,93,porridge to go,"gluten, milk, nuts, soybeans"
5000119002402_en,TESCQ @D MALTED MILK B 71an foutnt Tnneeeenmsi,0.4939323975793577,0.4939323975793577,46,Tesco Malted Milk Biscuits 200G,"gluten, milk"
5000119002921_en,TESCQ @d SHORTCAKE BISCUTS 8 CCU Telaalni 4eltl,0.4213637562043418,0.4213637562043418,47,Shortcake Biscuits,"gluten, milk"
5000119002945_en,TESCQ Ud NICE S BISCUITS UuL Hnt uty uuimnfe,0.357461735438189,0.3666666666666666,44,Nice Biscuits,"gluten, milk"
5000119003034_en,CUSTARD 1 CREAMS Gb Camattulddyoteum dnkalctulalenur,0.4488472327528062,0.4488472327528062,52,Custard Cream,"gluten, milk"
5000119007247_en,SKCTE british Potatoes Tlelelccujor Fdce CuCi Crueyhi PACK 452s2,0.2533445634421961,0.5333333333333333,64,Ready Salted Crisps,nan
5000119014436_en,"TEScQ WATER MISCUITS Hcgh Wagld ""Jtuq quimnik muy JoenieonS",0.3647028177945225,0.4916666666666666,59,Water Biscuits,gluten
5000119117359_en,TESCQ WHEAT BISCUITS Hnufuitnzm uicul;'il und [0uJeu lurliubi= 89358,0.5455285438609221,0.5666666666666667,68,Wheat Biscuits,gluten
5000119126115_en,TESCQ CHEESE & ONION CRiSPS,0.8291767947508325,0.8291767947508325,27,Cheese & onion crisps,milk
5000119146472_en,TESCQ MILK CHOCOLATE DIGESTIVES Otr i ALJle,0.6883178008362083,0.6883178008362083,43,Milk Chocolate Digestives,"gluten, milk, soybeans"
5000119153623_en,"0 4 89 8 Ceye Gits au , Cake _ Qtl 2uY",0.3723712821958602,0.3723712821958602,38,Cake aux Fruits,"gluten, soybeans, gluten"
5000119155818_en,TESCQ 8 CROISSANTS ALLbutter Recip Fuan al Muabr Mldu,0.3888285417756687,0.4416666666666666,53,Croissants,"eggs, gluten, milk"
5000119287052_en,"1escg GARIBALDI BISCUITS soft Fruity Facied ah fruin nnustrd ""Ih @ rolten Jaco",0.3513754676641099,0.65,78,Garibaldi Biscuits,"gluten, milk"
5000119539199_en,TESCQ GENQA CAKE JUN 24,0.711237457284662,0.711237457284662,23,Genoa Cake,"eggs, gluten, milk"
5000119767783_en,TESCQ BISCUITS FOR CHEESE Classic Assortment AcuruIn chosneectlon uf bi-cwil. BO,0.555681000420045,0.6666666666666666,80,Tesco Biscuits For Cheese 500G,nan
5000119794819_en,"Warcing cen Jonmttous Mala 'ol Wulfocation; keep this Dak Owny rnoll Ghlndrotu MORAGE cobl, dry piece: Cti ened; Roin &rticht contamer and Kue Anadani MritIon Uolaack Idog lSkJ Souk SJikcni I3Jkcal 208 hde 0r",0.2081095437852108,1.0,208,Tesco Ready Salted Potato Chips,nan
5000127660069_en,83 eeloy Rice KrisPies @Won,0.6011495475174871,0.6011495475174871,27,kelloggs rice crispies,"milk, soybeans"
5000127730137_en,SAEES DQ,0.2631320570444663,0.2631320570444663,8,Rice Krispies Scares Ooey Gooey marshmallow,milk
5000127730175_en,Redgag Rice Krispies 4 Bars SqARES curious CARAMEL CHOCOLATE!,0.7423000465862214,0.7423000465862214,61,"Rice Krispies Squares Chocolate Caramel Snack Bar, (Pack of 4)","milk, soybeans"
5000127731257_en,SqpARES Kmnaltot,0.1536242063706058,0.1536242063706058,16,Rice Krispies Squares gooey marshmallow,milk
5000127780064_en,eeeo9 oELicIOU} CdcolatETTent Roa VTAIF C9S?,0.1046810699769665,0.3666666666666666,44,kelloggscoco pops,"milk, soybeans"
5000128576345_en,88 Het Creza Euua,0.4558354580173103,0.4558354580173103,17,Hot Cross Buns,"gluten, soybeans"
5000128600231_en,05 Roasted & Salted Jumbo Cashews Erobttollbanoe,0.6884720263180644,0.6884720263180644,48,Roasted & salted jumbo cashews,nan
5000128605113_en,opp RkEATMt #Ckd Sea salt Tine Chardonnay rinegar crisps,0.4453839447416848,0.4666666666666667,56,Sea Salt & Chardonnay Wine Vinegar Crisps,milk
5000128609043_en,83 0uol West Country Cheddar Onion Chutney Crisps,0.7752517177913342,0.7752517177913342,49,West Country Cheddar & Red Onion Chutney Crisps,milk
5000128635011_en,Hand Cokd Lightly Salted Crisps cHant Hehuly tensoticd Wich Hncatnecnlc OD IRRESiSTiELE Sea Arlntic,0.4679082626509646,0.825,99,Lightly sea salted crisps,nan
5000128677691_en,88 88 Scottish Oatcakes,0.9602853422552732,0.9602853422552732,23,Coop Scottish Oatcakes,nan
5000128708579_en,c0 G Aberdecn Andus ~Break Ucouercor Sauce Crinkle Cut Crisps,0.4284302139082445,0.5083333333333333,61,Aberdeen Angus Steak & Peppercorn Cut Crisps,milk
5000128712668_en,88 BAKERY PAINs AU Chocola Zoooe JauC 88 EA,0.449488055199755,0.449488055199755,43,4 pains au chocolat,"eggs, gluten, milk, soybeans"
5000128713511_en,WrraseStmI pal -eroissanis,0.1409327817471814,0.2166666666666666,26,All Butter Croissants,"eggs, gluten, milk"
5000128741323_en,88 Rosemary crockens 185ge,0.636378540910223,0.636378540910223,26,Rosemary Crackers,gluten
5000128779586_en,Ready Salted Potato Sticks,0.8439075577081648,0.8439075577081648,26,Potato sticks,nan
5000128811200_en,"T.. Co ""Greamy Op Coleslaw cnT Saturtes Sugan Snru 0,>09 '27t02 Ju- ""To5na 3o Ti_",0.2308889014499245,0.675,81,Creamy Coleslaw,"eggs, milk, mustard"
5000128822107_en,88 Lightly Salted Tortilla 2004'* chijpb,0.6042903195095548,0.6042903195095548,40,Lightly Salted Tortilla Chips,nan
5000128830201_en,83 IRESISTIBL E Spon Dark Chocolate with Raspherries 10Og e Co),0.4419285855505778,0.525,63,Single Origin Dark Chocolate with Raspberries,soybeans
5000128831581_en,88 KAISTIE Ichoculate FOR ICHAHCE SicLi DetnI Dark Chocolate with Orange 10Oge,0.4317283444190469,0.65,78,Chocolate For Change Dark Chocolate With Orange,soybeans
5000128832519_en,88 RRESISTIBLE Sisl Dark Chocolate I0Uge Or Cocoa,0.7372888563892275,0.7372888563892275,49,Chocolat Noir IRRESISTIBLE 70%,soybeans
5000128867443_en,88 IRRESISTIBL E ExmnOreath Coleslaw du OOge,0.6326314126771295,0.6326314126771295,44,Extra Creamy Coleslaw,"eggs, mustard"
5000128948548_en,Butter Enriched Granola,0.9648328575373626,0.9648328575373626,23,irresistible oat and fruit granola bars,"gluten, milk"
5000128957076_en,88 Sea Salt & Black Pepper Crackers,0.8427725886349,0.8427725886349,35,Sea Salt & Black Pepper Crackers,gluten
5000128957113_en,88 Sea Salt Crackers,0.910845045463288,0.910845045463288,20,Co-op Sea Salt Scallop Crackers 185g,nan
5000128975797_en,88 1peL1X Gol Saltod Pistachion,0.3562822933101905,0.3562822933101905,31,Roasted & Salted Pistachios,nuts
5000128975827_en,Co Op Roasted & Salted Peanuts 27204,0.5702582355441133,0.5702582355441133,36,Roasted & salted peanuts,peanuts
5000128980579_en,88 Bourbon Creams Pe baleli (epptor 19 Parler Energy La] ciecueetesians Uykal Der J0Jo LAty 2OIIA/A8OKAI 300ge Letalnitae raelac,0.2921116840236163,1.0,128,Co-op Bourbon Creams,gluten
5000128981330_en,88 JKccjiJuAR ChOCOLATe fO CHAHCE ckdcIetU Jingll urigin 859 Cocoa Dark Chocolate 10Oge,0.5048249590305209,0.725,87,Chocolate For Change Single Origin 85% Cocoa Dark Chocolate,nan
5000129211412_en,CREAM CRACKERS 300g BARBER,0.8893106277171495,0.8893106277171495,26,Cream Crackers,gluten
5000129321555_en,BAKERY: 4 JAM BALL DOUGHNUTS,0.9935827847599702,0.9935827847599702,28,Bakery 4 Jam Ball Doughnuts,"apple, gluten"
5000129325935_en,"88 TRRESISTIBLE Au Buter Shortbread Rounds Melt Inatho-moaith ""louttet Hacthacnd: crocrtit ninou Me 180ge",0.5438915464857232,0.875,105,All Butter Shortbread Rounds,"gluten, milk"
5000129326444_en,GRO GIANDUJa CHOCOLATE BaR 88 90g':,0.8002279910940182,0.8002279910940182,35,Gianduja Chocolate Bar,"nuts, soybeans"
5000129326581_en,88 Sweet & Salty Popcorn,0.7750857722209171,0.7750857722209171,24,Sweet and salty popcorn,nan
5000129326598_en,88 Sweet Popcorn,0.8660390958077088,0.8660390958077088,16,Sweet Popcorn,nan
5000129327373_en,03 Bacon Rashers Bacon Uvour moize Jod (cooursnuck 150ge,0.5039719037895899,0.5039719037895899,56,Coop bacon rashers,gluten
5000129328592_en,90) pp Sallad Popcotn,0.4859856266262143,0.4859856266262143,21,Salted popcorn,nan
5000129334593_en,Plent-basad 88 GRO 70 7e,0.5304418522393203,0.5304418522393203,24,Gro coleslaw,mustard
5000129358384_en,88 Arracm (chocolate FOR CHANGE Ffeen FeeenoeeeDco LiliADOD 44a SLeenitee Kec=enis Gianduja Chocolate Bar 10Og e',0.333524696965206,0.9416666666666668,113,Chocolate For Change Gianduja,"nuts, soybeans"
5000129359770_en,88 ~CHuCuLMve Fub chmbE 45% Cocoa Dark Milk Chocolate ooge,0.4542408386070832,0.4833333333333333,58,45% Cocoa Dark Milk Chocolate,milk
5000129365917_en,SNACK GSHARL LIGHTLY SALTED TorTItA ChIPS,0.4578294346125908,0.4578294346125908,41,Lightly Slightly Maize Snacks,nan
5000137121994_en,ACOBs CREAM AcKERS SAt,0.3998922744476645,0.3998922744476645,22,Cream Crackers,gluten
5000137159614_en,JACOBS HiGh FIBRE Cream Crackers,0.6805517856517853,0.6805517856517853,32,HIGH FIBRE CREAM CRACKERS,gluten
5000137277929_en,JACOBS Cornish Wafers LIou TOc (e 8062,0.4504624913688239,0.4504624913688239,38,Cornish Wafers,gluten
5000137400907_en,JACOBs ChoicE GRAIN Muluarabt Drca,0.3863716996897293,0.3863716996897293,34,Choice Grain Multigrain Crackers,gluten
5000137415970_en,JACOBs CREAM CRACKERS F Onu,0.6670498746599227,0.6670498746599227,27,Cream Crackers Original,gluten
5000137440903_en,1 1 6 1,0.3398382032721003,0.3398382032721003,7,Digestive Biscuits with Wheatgerm,"gluten, milk"
5000137487908_en,RItz B A K E R Y thne ORIGINAL CRACKER H Moenunct Keeetma,0.531657890311662,0.531657890311662,57,The Original Cracker,gluten
5000137488905_en,new Recipe Suti satumateD RItz B A KE RY CHEESE FLAVOUR,0.5699660398273266,0.5699660398273266,55,Ritz Cheese Flavour,"gluten, milk"
5000157067845_en,HEINZ apple biscotti the good stu 8 KoMtu Hminanal no no ariliclal colotn Cfpfotanallos,0.5415041009245507,0.725,87,"K gentle crush, softens quickly Heinz SO YUMMY 7+",nan
5000159031103_en,((altesen,0.8200176622749815,0.8200176622749815,9,Maltesers 175g,"gluten, milk, soybeans"
5000159461122_en,ENIGKERS,0.6116837042047355,0.6116837042047355,8,Snickers,"eggs, milk, peanuts, soybeans"
5000159470292_en,Galaxy smootH Milk,0.7382885867766822,0.7382885867766822,18,Smooth Milk Chocolate Bar,"milk, soybeans"
5000159472531_en,Z0k9 RJy peanut Mems Bez nas nie ma zabawy',0.59196547380798,0.59196547380798,43,Peanut Pouch,"milk, peanuts, soybeans"
5000159472579_en,125g CHocoLAte &1,0.4739582187651842,0.4739582187651842,17,M&M’s Chocolate Pouch,"milk, soybeans"
5000159510691_en,Smooth Mlilk Galany,0.4516909192082933,0.4516909192082933,19,Galaxy Smooth milk,"milk, soybeans"
5000159520089_en,Moretosnaie: revels,0.6675501677409776,0.6675501677409776,19,Revels,"celery, gluten, milk, soybeans"
5000159523752_en,((laltesers,0.6221165709468897,0.6221165709468897,11,Fairtrade Chocolate Box,"gluten, milk, soybeans"
5000159523776_en,(altesets,0.6643430427907433,0.6643430427907433,9,Maltesers,"gluten, milk, soybeans"
5000159528399_en,"""ewarecifl KIND PEANUT BUTTER DARK CHOCOLATE Oluneatrer Hiohciuat) Prourcn Gotouiiives #en ometeuean",0.2945742289655025,0.8333333333333334,100,Peanut butter dark chocolate,"nuts, peanuts, soybeans"
5000159528511_en,AYRcAI KIND DARK CHOCOLATE NUTS & SEA SALT,0.6504385180369915,0.6504385180369915,42,Dark chocolate nuts & sea salt,"milk, nuts, peanuts, soybeans"
5000159528696_en,UuLY IND PROTEIN Dark Chocolate Nut I2G,0.7283523227755964,0.7283523227755964,39,Dark chocolate nut,"nuts, peanuts, soybeans"
5000159530736_en,Mattesers |,0.1459549097249428,0.1459549097249428,11,maltesers,"gluten, milk, soybeans"
5000159530750_en,Minstrek Pleasure worth sharing Xjala 27,0.5662891555927673,0.5662891555927673,40,Galaxy Minstrels Pouch Bag,"milk, soybeans"
5000159530798_en,revels,0.9484605363678112,0.9484605363678112,6,Revels,"celery, gluten, milk, soybeans"
5000159533546_en,(laltesers,0.3741097310955776,0.3741097310955776,10,Maltesers,"gluten, milk, soybeans"
5000159535182_en,epunouojd 8 @08 ueo nof squaipajbul #TINGREDIENT ALMONDS KIND CARAMEL ALMOND & SEA SALT 13 GLUTEN free Highinabre Artificial colours FLAVOURS Or preservatives 3 BARS,0.651903219787932,1.0,165,Caramel Almond & Sea salt bar,"milk, nuts, soybeans"
5000159535243_en,nothing hide. KIND Peanut Butter Dark Chocolate high in fibre source of protein no artificial flavours 3 bars,0.9464493189658776,0.9464493189658776,109,Peanut butter dark chocolate,"nuts, peanuts, soybeans"
5000159535267_en,woounouold 3 J3S uej nof squalpaabul #IINGREDIENT ALMONDS KIND DARK CHOCOLATE NUTS & SEA SALT 8 GLUMEN FrLL 0 HIGHWNoRD ATIFICUL Colouas FLavours Orfaeseryatves 3 BARS,0.5347925686438658,1.0,167,Dark Chocolate Nuts & Sea Salt Bars,"nuts, peanuts, soybeans"
5000159537834_en,#1 INGREDIENT PEANUTS KIND PROTEIN DAR ChO NUT High DOG (Fibaeprotein 1 1 GLUTEN FreE 8 3 BARS noue,0.6074042518382997,0.825,99,Kind Protein Dark Chocolate Nut,"nuts, peanuts, soybeans"
5000159537858_en,Tree NUTS Certdenenijtrmoion Hanmutmu say H@ hello omaianlatur,0.4705032306056834,0.5166666666666667,62,Protein Bar,"milk, peanuts, soybeans"
5000159542593_en,KIND TrUn ANUL,0.5456810672852951,0.5456810672852951,14,Fruit & Nut,"nuts, peanuts, soybeans"
5000159542630_en,InGrEDIENT PECANS KIND Made WITH OVER 80% NuTS MARONDECAN I3 HighNbre 8 Gluvengree NoARMFICIAL Colouas FLAvOURS Oa PreservatIvES 3 BARS,0.5800022333941917,1.0,135,Maple Pecan Almond,"nuts, peanuts, soybeans"
5000159542661_en,KIND MPLEPECANALMOND,0.7844790251348548,0.7844790251348548,20,Maple pecan almond,"nuts, peanuts, soybeans"
5000159542777_en,@BetoKs,0.1597280203287587,0.1597280203287587,7,Mars Celebrations Carton 185g,"eggs, gluten, milk, peanuts, soybeans"
5000159543057_en,ux {ingers,0.4749502130747541,0.4749502130747541,10,Twix Fingers,"gluten, milk, soybeans"
5000159546027_en,"udlel Retc"" Mems FEANUT",0.4181638957548035,0.4181638957548035,23,M&M peanut,"milk, peanuts, soybeans"
5000159549493_en,3 2 1,0.292671627119615,0.292671627119615,5,Caramelised biscuit nut bar,"nuts, peanuts"
5000159550079_en,ENC LLDUD,0.069586336694778,0.075,9,Snickers Duo,"eggs, milk, peanuts, soybeans"
5000159550345_en,"A SNICKEHS ,",0.437934273324393,0.437934273324393,12,Snickers,"eggs, milk, peanuts, soybeans"
5000159550512_en,MilkyWaz,0.4552285294874813,0.4552285294874813,8,Milky Way 2er,nan
5000159550680_en,Ga@axy Minstrels ((an4# ILSI huie,0.3498183655853789,0.3498183655853789,33,Galaxy Minstrels,"milk, soybeans"
5000159551694_en,UlUs Id GBTS' IAAC O1d I@ei3~,0.2266219163903381,0.2416666666666666,29,Mars Bar,"gluten, milk, nuts, peanuts, soybeans"
5000159551915_en,GHIYHINS GVIYINS,0.1663348165691571,0.1663348165691571,16,Snickers,"eggs, milk, peanuts, soybeans"
5000159552998_en,Gabaxy Jdooihmt,0.24479935487988,0.24479935487988,15,Galaxy Smooth Milk Chocolate,"milk, soybeans"
5000159553018_en,Gallaxy,0.8911661164887738,0.8911661164887738,7,Smooth Milk,"milk, soybeans"
5000159553278_en,IND NEW chocoule CIPC @Su,0.4537654862522218,0.4537654862522218,25,Kind,"nuts, peanuts, soybeans"
5000159553308_en,joks ClBarc,0.2663768381455998,0.2663768381455998,11,celebrations,"eggs, gluten, milk, peanuts, soybeans"
5000159557405_en,BOUNTYO,0.3367571763659932,0.3367571763659932,7,Bounty,"milk, soybeans"
5000159557696_en,TwX {ingers,0.5593150584876625,0.5593150584876625,11,Twix Milk Fingers 9pk,"gluten, milk, soybeans"
5000159558181_en,1TMde,0.1442297043100514,0.1442297043100514,5,Twix Extra,"gluten, milk, soybeans"
5000159558396_en,nothing hide KIND Made WITH 80%6 NUTS Chocolate Chip Cashew high in tibre source of protein artificial flavours 3 bars OveR _,0.804722688491608,1.0,125,Chocolate Chip cashew,"nuts, peanuts"
5000159562034_en,ClBatoks,0.1576983944017401,0.1576983944017401,8,Celebrations,"eggs, gluten, milk, peanuts, soybeans"
5000168000367_en,'PACKS JACOBs Jaring since 1851 MMeditervanean ROSEMARY Aeeren tenla FLAVOUR crackers = 338,0.5746087522048074,0.7583333333333333,91,Crackers with Rosemary Flavour,gluten
5000168000541_en,"EI,89 Digestives Mvities",0.9083469756609418,0.9083469756609418,24,Digestives the original,gluten
5000168000565_en,0 0 P 6 0 1 I,0.4597982373744132,0.4597982373744132,13,Mcvities Rich Tea,gluten
5000168000862_en,{129 JAco 2 8,0.471089882741599,0.471089882741599,13,Cream crakers,gluten
5000168001098_en,Carrs carruslt 1831 cumbaia TABLE WATE R LARGE ueei,0.5411777378003243,0.5411777378003243,51,nan,gluten
5000168001104_en,Carrs ORIGINAL TABLE WATER,0.9994439864259812,0.9994439864259812,26,GALLETAS SALADAS,gluten
5000168001210_en,RichTea 9382 Classic,0.6849904167216034,0.6849904167216034,20,McVities Rich Tea Biscuits,gluten
5000168001555_en,"EI,8S EI.8S 03 Digestives",0.6180668229342122,0.6180668229342122,25,Digestives Milk Chocolate,"gluten, milk, soybeans"
5000168001814_en,CAKL 60689 MVities MANICA GKEE Sticky PuDding . Fub8la,0.2749624885167129,0.45,54,Jamaica Ginger Cake,"eggs, gluten, milk"
5000168002286_en,TUc 'ORIGINAL,0.5623208834278637,0.5623208834278637,13,Tuc,"eggs, gluten"
5000168006666_en,"CHEESZ TSANDWICH Jacod"" TUC",0.2775280656496956,0.2775280656496956,27,TUC Cheese Sandwich,"eggs, gluten, milk, soybeans"
5000168014104_en,8 NEX C3383 MVities WRAPPED TOASTING FRESHNESS WAFFLES,0.7684599865193338,0.7684599865193338,54,Toasting Waffles,"eggs, gluten, soybeans"
5000168022758_en,'12 Weeks Dwut @sqia Milk _ GRAND UGRAB> 412 Wina VODDRIZES . 1 Oemter (lp2 Chocolate Iprctich toutdde,0.2733524667401463,0.85,102,Flipz Milk Chocolate 90gm,"gluten, nuts, soybeans"
5000168027395_en,New Jaa Ioveerile 0f Tne trk Totie TeMl IuLX NEW MVities JGNuTs otlicious Jol Tolul Original!,0.4440470424556941,0.775,93,Jaffa Jonuts,"eggs, gluten, milk, soybeans"
5000168031064_en,GreBAG Jacob $ WED 88809 CHEESE MiN) CHEDDARS ORIGINAL,0.5506009813382824,0.5506009813382824,54,Mini Cheddars Original,"gluten, milk"
5000168032085_en,524cks| JACOBs WnnnSinoi EaE MMeditervanean PINCH OF SALT CRACKLRS,0.4498087432204458,0.55,66,Mediterranean Pinch of Salt Crackers,gluten
5000168032252_en,Carrs exen1831e= MELTS Watian HERas eenne,0.3234674411490654,0.3416666666666667,41,Melts Italian Herb Flavour,"gluten, milk"
5000168033235_en,4 Lp Victoria Qua Ines JipcuinSlllctlon Mvities,0.391900051010197,0.391900051010197,47,Biscuit selection,"gluten, milk, soybeans"
5000168033693_en,JACOBs Lccc ze9#8 CHEDdAR & nuol MiN) CHEDDARS Paprika Shoked,0.473584229180848,0.5083333333333333,61,Cheddar & Smoked Paprika Mini Cheddars,"gluten, milk"
5000168034164_en,O BAKED QWNF 'GHEDDARS. RED LEICESTERI,0.4497101224054051,0.4497101224054051,38,Cheddars Red Leicester,"gluten, milk"
5000168034225_en,BIANE? RE Ia Fn,0.0562847391088182,0.125,15,Digestives,"gluten, milk"
5000168034256_en,Mvities Digestives Dark Chocolate 0.149 Imane Iu a9etal Wis EaflavOuRs Ho htoroceNeted Vegetable Oil ASA THE Mtie E tixss D,0.3717782102602263,1.0,123,Digestives Dark chocolate,"gluten, milk, soybeans"
5000168034409_en,JACOBs? KrackaWheat 2309,0.6513449456852868,0.6513449456852868,24,Krackwheat,gluten
5000168034928_en,oaty Ohe Mvities Hobnobs],0.5754248139949203,0.5754248139949203,25,Hobnobs,gluten
5000168035031_en,Min) Rroricinal CHEDDARS,0.5612077499495588,0.5612077499495588,24,Mini cheddars,"gluten, milk"
5000168035055_en,Ani MeDDARs @raLOE Uc DA 3 ORIGINAL PAI With CHEE,0.5094075273563801,0.5094075273563801,49,Mini Cheddars,"gluten, milk"
5000168035079_en,Cedd ORIc,0.2605557199567556,0.2605557199567556,9,Mini Cheddars,"gluten, milk"
5000168035345_en,Flavour BA CHEEL MiNI ~CHEDDARS RED LEICESTER,0.6017469573049676,0.6017469573049676,45,OBS MIN CHEDDARS 6 RED LEICESTER FLAVOUR BAKED WIT,"gluten, milk"
5000168035659_en,"pilk "" The MVities Digestives Chocolate Caramel OE",0.7728132660539772,0.7728132660539772,50,Digestives The Caramel One,"gluten, milk, soybeans"
5000168036489_en,"WHOLSTC digestive Support"" Hnanten Eanal",0.4398167856548214,0.4398167856548214,40,Wholistic Peanut Dark Chocolate & Sea Salt,"nuts, peanuts, soybeans"
5000168036601_en,123 kcal 'OATS @3383 Gefhead FibreJacks FIBAE STRAMBERRY (Hie APPLE. flavour_,0.5570648665499486,0.6416666666666667,77,Fibre Jacks Apple & Strawberry Flavour,"apple, milk"
5000168036670_en,"Ihe PACK"" Mvities Digestives original",0.6325665390975784,0.6325665390975784,37,Digestives The Original Twin Pack,gluten
5000168036755_en,Digestives Olig 65559 Mvities Diaestives Digestives Origint,0.607582927276091,0.607582927276091,59,digestives,gluten
5000168036991_en,54 APACRS kcal Frutlis APPLE @232 Hanus 170tz (Goflhead,0.4400649102374103,0.4583333333333333,55,Fruit Slices APPLE,"gluten, milk"
5000168037011_en,54 APACKS kcal Fut Blices SOURCE FOREST FRUIT 7577 Gethead @3383,0.5426085603364039,0.5426085603364039,64,Fruit Slices - Forest Fruits,"gluten, milk"
5000168037035_en,54 4Packs kcal Futdls SDURCE @E223 (GeHthead) RASPBERRY bidoui tiaaing Plnear,0.4149019283563726,0.6416666666666667,77,Go Ahead fruit slices raspberries,"gluten, milk"
5000168037622_en,124 kcal 'OATS flavour Ctlc preobttt rollod 908 pitcer @EE83 Aee GeHhead Fibre Jacks OhGY RASPBERRY J1ojer into,0.4305346995927239,0.925,111,Fibre Jacks Raspberry Flavour,milk
5000168038056_en,71 kcal FRUIT - EYET SOURCE OF FIBR PaCKS Vre_k {3 0.10g GeAhead STRAWBERRY,0.6147330704285628,0.625,75,strawberry yogurt breaks,"gluten, milk, soybeans"
5000168038070_en,U %4 Vrgeks GeAhead FRUIT FOREST,0.5460547309646624,0.5460547309646624,32,Go ahead yogurt breaks,"gluten, milk, soybeans"
5000168038810_en,Crawfords Cheese,0.7327195940899978,0.7327195940899978,16,Crawfords Cheese Savouries,"gluten, milk"
5000168039268_en,JACoB IN FIpre BAKED 9 PER 239 DRav [vigles HIGh OVEN FRIED NOT kcal PACK,0.6499100061435789,0.6499100061435789,73,Twiglets (6 Pack),gluten
5000168039794_en,Aco8s HIch OVEN NOT [wviglets fipre BAKED fried,0.5327578830992261,0.5327578830992261,47,Twiglets,gluten
5000168040004_en,Jalta@kes The Original MVities,0.8130169894746859,0.8130169894746859,30,Hobnobs,gluten
5000168040028_en,Jafra@kes The Original 20 Twin Pack _ CAKES Jaa@kes The Original MVities MVities,0.7983938716150617,0.7983938716150617,80,Jaffa Cakes The Original Twin Pack,"eggs, gluten, milk, soybeans"
5000168040073_en,JaltaGkes 12 CAKES The Original Mvities,0.8306494641190798,0.8306494641190798,39,Jaffa Cakes,"eggs, gluten, milk, soybeans"
5000168040097_en,JataGkes 10 The Original,0.8581960915678603,0.8581960915678603,24,Jaffa cakes,"eggs, gluten, milk, soybeans"
5000168040424_en,CRINKLYS' BAKED NOT 0 88563 OVEN FRIcD CHEESE ONION FLAvOUR,0.7379996363015857,0.7379996363015857,59,crinklys,"gluten, milk"
5000168040578_en,Jalta@kes The Origlnal 33 triple Pack Oofn MMi),0.5616978604941906,0.5616978604941906,47,Jaffa Cakes,"eggs, gluten, milk, soybeans"
5000168040752_en,10% ola Dullom EEIgVP ? 10Cg3 e121 Ale @oafaes 540o GREAMT 2105035,0.2348317107910912,0.55,66,Digestives White Chocolate,"gluten, milk, soybeans"
5000168041230_en,6 8 d,0.3775207700343835,0.3775207700343835,5,McVities Hobnobs The Oaty One,gluten
5000168085555_en,Carrs 31831 = MELTS Orgina,0.4503314040511999,0.4503314040511999,26,Melts Original,"gluten, milk"
5000168085593_en,Carrs MELTS CHEESE,0.9988289502799644,0.9988289502799644,18,Melts Cheese,"eggs, gluten, milk, mustard, soybeans"
5000168085913_en,J CEc i9 561 Uedno 32,0.1804886214248255,0.1804886214248255,21,Chocolate Cake Bar,"eggs, gluten, milk, soybeans"
5000168104621_en,TJote 2801 [081a 24 Aot L7} 2009,0.1875968114966805,0.2666666666666666,32,mcvities fruit shortcake,gluten
5000168121840_en,90 aheadl] yogurt breaks forest fruit,0.862408187706991,0.862408187706991,37,Yogurt Breaks Forest Fruit,"gluten, milk, soybeans"
5000168124643_en,30% LKUGAR 306 The MVities Richea ONE Light,0.6602737563764628,0.6602737563764628,43,McVitie's Rich Tea The Light One (Delights),"gluten, soybeans"
5000168124858_en,TWIN PIcK| Tea 2x 300g Classic MVities Rich,0.7936245710923211,0.7936245710923211,43,McVitie's Rich Tea Classic 2 x,gluten
5000168134062_en,"Ce pazuet Ood andes Corate Biscuits burrtat 963 G9N berre de benenl E5p #ounesa Se Flle Ce pare Irondeaten Oadoitstesoolm amidg Sucier AEcto c9934096, *L cua%1 Aconseme (275 Un endrotasde Sarice consonmaleu United Blscuts Falea BP 2407 - 44124 VEATOUCedet 27, Route Cu Morer Vannete corsommer de pretererce aent e (ot s k peqely 200 g",0.2187676165591905,1.0,334,McVitie's Fig Rolls,gluten
5000168137605_en,JACOBs Gavours Black CEEO Pree,0.3885133561397346,0.3885133561397346,30,Jacobs Savours Salt And Black Pepper Bakes,gluten
5000168153391_en,JACOBs Festive #SELEcTion#,0.6298759321796329,0.6298759321796329,26,The Festive Selection 7 Cracker Varieties,"gluten, milk"
5000168158617_en,JACOBs FLATBREADS SALT & Pepper Eetaeane,0.6327242563780843,0.6327242563780843,40,Flatbreads Salt and Pepper,gluten
